"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X1.1","X2.1","X3.1","X4.1","X5.1","X6.1","X7.1","X8.1","X9.1","X10.1","X11.1","X12.1","X13.1","X14.1","X15.1","X16.1","X17.1","X18.1","X19.1","X20.1","X21.1","X22.1","X23.1","X24.1","X25.1","X26.1","X27.1","X28.1","X29.1","X30.1","X31.1","X32.1","X33.1","X34.1","X35.1","X36.1","X37.1","X38.1","X39.1","X40.1","X41.1","X42.1","X43.1","X44.1","X45.1","X46.1","X47.1","X48.1","X49.1","X50.1","X51.1","X52.1","X53.1","X54.1","X55.1","X56.1","X57.1","X58.1","X59.1","X60.1","X61.1","X62.1","X63.1","X64.1","X65.1","X66.1","X67.1","X68.1","X69.1","X70.1","X71.1","X72.1","X73.1","X74.1","X75.1","X76.1","X77.1","X78.1","X79.1","X80.1","X81.1","X82.1","X83.1","X84.1","X85.1","X86.1","X87.1","X88.1","X89.1","X90.1","X91.1","X92.1","X93.1","X94.1","X95.1","X96.1","X97.1","X98.1","X99.1","X100.1","X101.1","X102.1","X103.1","X104.1","X105.1","X106.1","X107.1","X108.1","X109.1","X110.1","X111.1","X112.1","X113.1","X114.1","X115.1","X116.1","X117.1"
"53",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,16,1,5,2,4,2,2,5,20,16,15,18,1,12,0,8,4,2,2,1,4,8,3,14,4,4,4,6,4,0,0,15,4,43,33,6,1,0,15,7,3,7,5,3,1,8,21,9,0,0,22,2,0,4,4,3,1,3,3,3,2,14,2,3,3,4,5,33,12,12,15,12,37,46,7,18,18,31,14,40,24,30,23,37,25,10,42,13,20,24,17,19,26,8,11,5,8,13,1,1,2,19,1,18,5,0,5,6,3,25,1,9,11,6,1,1,5
"54",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,20,5,9,2,8,2,6,9,24,20,19,22,5,16,4,12,8,2,2,5,8,12,1,18,0,0,8,10,8,4,4,19,0,47,37,10,3,4,19,11,1,11,9,7,5,12,25,13,4,4,26,2,4,0,0,1,5,1,1,1,6,18,2,7,7,8,9,37,16,16,19,16,41,50,11,22,22,35,18,44,28,34,27,41,29,14,46,17,24,28,21,23,30,12,15,9,12,17,3,3,2,23,3,22,9,4,9,10,1,29,3,13,15,10,5,5,1
"55",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,20,5,9,2,8,2,6,9,24,20,19,22,5,16,4,12,8,2,2,5,8,12,1,18,0,0,8,10,8,4,4,19,0,47,37,10,3,4,19,11,1,11,9,7,5,12,25,13,4,4,26,2,4,0,0,1,5,1,1,1,6,18,2,7,7,8,9,37,16,16,19,16,41,50,11,22,22,35,18,44,28,34,27,41,29,14,46,17,24,28,21,23,30,12,15,9,12,17,3,3,2,23,3,22,9,4,9,10,1,29,3,13,15,10,5,5,1
"56",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,19,4,8,1,7,1,5,8,23,19,18,21,4,15,3,11,7,1,1,4,7,11,0,17,1,1,7,9,7,3,3,18,1,46,36,9,2,3,18,10,0,10,8,6,4,11,24,12,3,3,25,1,3,1,1,0,4,0,0,0,5,17,1,6,6,7,8,36,15,15,18,15,40,49,10,21,21,34,17,43,27,33,26,40,28,13,45,16,23,27,20,22,29,11,14,8,11,16,2,2,1,22,2,21,8,3,8,9,0,28,2,12,14,9,4,4,2
"57",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,15,0,4,3,3,3,1,4,19,15,14,17,0,11,1,7,3,3,3,0,3,7,4,13,5,5,3,5,3,1,1,14,5,42,32,5,2,1,14,6,4,6,4,2,0,7,20,8,1,1,21,3,1,5,5,4,0,4,4,4,1,13,3,2,2,3,4,32,11,11,14,11,36,45,6,17,17,30,13,39,23,29,22,36,24,9,41,12,19,23,16,18,25,7,10,4,7,12,2,2,3,18,2,17,4,1,4,5,4,24,2,8,10,5,0,0,6
"58",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,19,4,8,1,7,1,5,8,23,19,18,21,4,15,3,11,7,1,1,4,7,11,0,17,1,1,7,9,7,3,3,18,1,46,36,9,2,3,18,10,0,10,8,6,4,11,24,12,3,3,25,1,3,1,1,0,4,0,0,0,5,17,1,6,6,7,8,36,15,15,18,15,40,49,10,21,21,34,17,43,27,33,26,40,28,13,45,16,23,27,20,22,29,11,14,8,11,16,2,2,1,22,2,21,8,3,8,9,0,28,2,12,14,9,4,4,2
"59",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,19,4,8,1,7,1,5,8,23,19,18,21,4,15,3,11,7,1,1,4,7,11,0,17,1,1,7,9,7,3,3,18,1,46,36,9,2,3,18,10,0,10,8,6,4,11,24,12,3,3,25,1,3,1,1,0,4,0,0,0,5,17,1,6,6,7,8,36,15,15,18,15,40,49,10,21,21,34,17,43,27,33,26,40,28,13,45,16,23,27,20,22,29,11,14,8,11,16,2,2,1,22,2,21,8,3,8,9,0,28,2,12,14,9,4,4,2
"60",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,19,4,8,1,7,1,5,8,23,19,18,21,4,15,3,11,7,1,1,4,7,11,0,17,1,1,7,9,7,3,3,18,1,46,36,9,2,3,18,10,0,10,8,6,4,11,24,12,3,3,25,1,3,1,1,0,4,0,0,0,5,17,1,6,6,7,8,36,15,15,18,15,40,49,10,21,21,34,17,43,27,33,26,40,28,13,45,16,23,27,20,22,29,11,14,8,11,16,2,2,1,22,2,21,8,3,8,9,0,28,2,12,14,9,4,4,2
"61",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,14,1,3,4,2,4,0,3,18,14,13,16,1,10,2,6,2,4,4,1,2,6,5,12,6,6,2,4,2,2,2,13,6,41,31,4,3,2,13,5,5,5,3,1,1,6,19,7,2,2,20,4,2,6,6,5,1,5,5,5,0,12,4,1,1,2,3,31,10,10,13,10,35,44,5,16,16,29,12,38,22,28,21,35,23,8,40,11,18,22,15,17,24,6,9,3,6,11,3,3,4,17,3,16,3,2,3,4,5,23,3,7,9,4,1,1,7
"62",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,2,13,9,16,10,16,12,9,6,2,1,4,13,2,14,6,10,16,16,13,10,6,17,0,18,18,10,8,10,14,14,1,18,29,19,8,15,14,1,7,17,7,9,11,13,6,7,5,14,14,8,16,14,18,18,17,13,17,17,17,12,0,16,11,11,10,9,19,2,2,1,2,23,32,7,4,4,17,0,26,10,16,9,23,11,4,28,1,6,10,3,5,12,6,3,9,6,1,15,15,16,5,15,4,9,14,9,8,17,11,15,5,3,8,13,13,19
"63",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,18,3,7,0,6,0,4,7,22,18,17,20,3,14,2,10,6,0,0,3,6,10,1,16,2,2,6,8,6,2,2,17,2,45,35,8,1,2,17,9,1,9,7,5,3,10,23,11,2,2,24,0,2,2,2,1,3,1,1,1,4,16,0,5,5,6,7,35,14,14,17,14,39,48,9,20,20,33,16,42,26,32,25,39,27,12,44,15,22,26,19,21,28,10,13,7,10,15,1,1,0,21,1,20,7,2,7,8,1,27,1,11,13,8,3,3,3
"64",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,13,2,2,5,1,5,1,2,17,13,12,15,2,9,3,5,1,5,5,2,1,5,6,11,7,7,1,3,1,3,3,12,7,40,30,3,4,3,12,4,6,4,2,0,2,5,18,6,3,3,19,5,3,7,7,6,2,6,6,6,1,11,5,0,0,1,2,30,9,9,12,9,34,43,4,15,15,28,11,37,21,27,20,34,22,7,39,10,17,21,14,16,23,5,8,2,5,10,4,4,5,16,4,15,2,3,2,3,6,22,4,6,8,3,2,2,8
"65",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,13,2,2,5,1,5,1,2,17,13,12,15,2,9,3,5,1,5,5,2,1,5,6,11,7,7,1,3,1,3,3,12,7,40,30,3,4,3,12,4,6,4,2,0,2,5,18,6,3,3,19,5,3,7,7,6,2,6,6,6,1,11,5,0,0,1,2,30,9,9,12,9,34,43,4,15,15,28,11,37,21,27,20,34,22,7,39,10,17,21,14,16,23,5,8,2,5,10,4,4,5,16,4,15,2,3,2,3,6,22,4,6,8,3,2,2,8
"66",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,12,3,1,6,0,6,2,1,16,12,11,14,3,8,4,4,0,6,6,3,0,4,7,10,8,8,0,2,0,4,4,11,8,39,29,2,5,4,11,3,7,3,1,1,3,4,17,5,4,4,18,6,4,8,8,7,3,7,7,7,2,10,6,1,1,0,1,29,8,8,11,8,33,42,3,14,14,27,10,36,20,26,19,33,21,6,38,9,16,20,13,15,22,4,7,1,4,9,5,5,6,15,5,14,1,4,1,2,7,21,5,5,7,2,3,3,9
"67",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,11,4,0,7,1,7,3,0,15,11,10,13,4,7,5,3,1,7,7,4,1,3,8,9,9,9,1,1,1,5,5,10,9,38,28,1,6,5,10,2,8,2,0,2,4,3,16,4,5,5,17,7,5,9,9,8,4,8,8,8,3,9,7,2,2,1,0,28,7,7,10,7,32,41,2,13,13,26,9,35,19,25,18,32,20,5,37,8,15,19,12,14,21,3,6,0,3,8,6,6,7,14,6,13,0,5,0,1,8,20,6,4,6,1,4,4,10
"68",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,17,32,28,35,29,35,31,28,13,17,18,15,32,21,33,25,29,35,35,32,29,25,36,19,37,37,29,27,29,33,33,18,37,10,0,27,34,33,18,26,36,26,28,30,32,25,12,24,33,33,11,35,33,37,37,36,32,36,36,36,31,19,35,30,30,29,28,0,21,21,18,21,4,13,26,15,15,2,19,7,9,3,10,4,8,23,9,20,13,9,16,14,7,25,22,28,25,20,34,34,35,14,34,15,28,33,28,27,36,8,34,24,22,27,32,32,38
"69",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,4,11,7,14,8,14,10,7,8,4,3,6,11,0,12,4,8,14,14,11,8,4,15,2,16,16,8,6,8,12,12,3,16,31,21,6,13,12,3,5,15,5,7,9,11,4,9,3,12,12,10,14,12,16,16,15,11,15,15,15,10,2,14,9,9,8,7,21,0,0,3,0,25,34,5,6,6,19,2,28,12,18,11,25,13,2,30,1,8,12,5,7,14,4,1,7,4,1,13,13,14,7,13,6,7,12,7,6,15,13,13,3,1,6,11,11,17
"70",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,4,11,7,14,8,14,10,7,8,4,3,6,11,0,12,4,8,14,14,11,8,4,15,2,16,16,8,6,8,12,12,3,16,31,21,6,13,12,3,5,15,5,7,9,11,4,9,3,12,12,10,14,12,16,16,15,11,15,15,15,10,2,14,9,9,8,7,21,0,0,3,0,25,34,5,6,6,19,2,28,12,18,11,25,13,2,30,1,8,12,5,7,14,4,1,7,4,1,13,13,14,7,13,6,7,12,7,6,15,13,13,3,1,6,11,11,17
"71",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,14,10,17,11,17,13,10,5,1,0,3,14,3,15,7,11,17,17,14,11,7,18,1,19,19,11,9,11,15,15,0,19,28,18,9,16,15,0,8,18,8,10,12,14,7,6,6,15,15,7,17,15,19,19,18,14,18,18,18,13,1,17,12,12,11,10,18,3,3,0,3,22,31,8,3,3,16,1,25,9,15,8,22,10,5,27,2,5,9,2,4,11,7,4,10,7,2,16,16,17,4,16,3,10,15,10,9,18,10,16,6,4,9,14,14,20
"72",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,4,11,7,14,8,14,10,7,8,4,3,6,11,0,12,4,8,14,14,11,8,4,15,2,16,16,8,6,8,12,12,3,16,31,21,6,13,12,3,5,15,5,7,9,11,4,9,3,12,12,10,14,12,16,16,15,11,15,15,15,10,2,14,9,9,8,7,21,0,0,3,0,25,34,5,6,6,19,2,28,12,18,11,25,13,2,30,1,8,12,5,7,14,4,1,7,4,1,13,13,14,7,13,6,7,12,7,6,15,13,13,3,1,6,11,11,17
"73",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,21,36,32,39,33,39,35,32,17,21,22,19,36,25,37,29,33,39,39,36,33,29,40,23,41,41,33,31,33,37,37,22,41,6,4,31,38,37,22,30,40,30,32,34,36,29,16,28,37,37,15,39,37,41,41,40,36,40,40,40,35,23,39,34,34,33,32,4,25,25,22,25,0,9,30,19,19,6,23,3,13,7,14,0,12,27,5,24,17,13,20,18,11,29,26,32,29,24,38,38,39,18,38,19,32,37,32,31,40,12,38,28,26,31,36,36,42
"74",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,30,45,41,48,42,48,44,41,26,30,31,28,45,34,46,38,42,48,48,45,42,38,49,32,50,50,42,40,42,46,46,31,50,3,13,40,47,46,31,39,49,39,41,43,45,38,25,37,46,46,24,48,46,50,50,49,45,49,49,49,44,32,48,43,43,42,41,13,34,34,31,34,9,0,39,28,28,15,32,6,22,16,23,9,21,36,4,33,26,22,29,27,20,38,35,41,38,33,47,47,48,27,47,28,41,46,41,40,49,21,47,37,35,40,45,45,51
"75",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,9,6,2,9,3,9,5,2,13,9,8,11,6,5,7,1,3,9,9,6,3,1,10,7,11,11,3,1,3,7,7,8,11,36,26,1,8,7,8,0,10,0,2,4,6,1,14,2,7,7,15,9,7,11,11,10,6,10,10,10,5,7,9,4,4,3,2,26,5,5,8,5,30,39,0,11,11,24,7,33,17,23,16,30,18,3,35,6,13,17,10,12,19,1,4,2,1,6,8,8,9,12,8,11,2,7,2,1,10,18,8,2,4,1,6,6,12
"76",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,2,17,13,20,14,20,16,13,2,2,3,0,17,6,18,10,14,20,20,17,14,10,21,4,22,22,14,12,14,18,18,3,22,25,15,12,19,18,3,11,21,11,13,15,17,10,3,9,18,18,4,20,18,22,22,21,17,21,21,21,16,4,20,15,15,14,13,15,6,6,3,6,19,28,11,0,0,13,4,22,6,12,5,19,7,8,24,5,2,6,1,1,8,10,7,13,10,5,19,19,20,1,19,0,13,18,13,12,21,7,19,9,7,12,17,17,23
"77",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,2,17,13,20,14,20,16,13,2,2,3,0,17,6,18,10,14,20,20,17,14,10,21,4,22,22,14,12,14,18,18,3,22,25,15,12,19,18,3,11,21,11,13,15,17,10,3,9,18,18,4,20,18,22,22,21,17,21,21,21,16,4,20,15,15,14,13,15,6,6,3,6,19,28,11,0,0,13,4,22,6,12,5,19,7,8,24,5,2,6,1,1,8,10,7,13,10,5,19,19,20,1,19,0,13,18,13,12,21,7,19,9,7,12,17,17,23
"78",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,15,30,26,33,27,33,29,26,11,15,16,13,30,19,31,23,27,33,33,30,27,23,34,17,35,35,27,25,27,31,31,16,35,12,2,25,32,31,16,24,34,24,26,28,30,23,10,22,31,31,9,33,31,35,35,34,30,34,34,34,29,17,33,28,28,27,26,2,19,19,16,19,6,15,24,13,13,0,17,9,7,1,8,6,6,21,11,18,11,7,14,12,5,23,20,26,23,18,32,32,33,12,32,13,26,31,26,25,34,6,32,22,20,25,30,30,36
"79",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,2,13,9,16,10,16,12,9,6,2,1,4,13,2,14,6,10,16,16,13,10,6,17,0,18,18,10,8,10,14,14,1,18,29,19,8,15,14,1,7,17,7,9,11,13,6,7,5,14,14,8,16,14,18,18,17,13,17,17,17,12,0,16,11,11,10,9,19,2,2,1,2,23,32,7,4,4,17,0,26,10,16,9,23,11,4,28,1,6,10,3,5,12,6,3,9,6,1,15,15,16,5,15,4,9,14,9,8,17,11,15,5,3,8,13,13,19
